product id,product name,category,warehouse,location,quantity,price,supplier,status,last restocked
1992, widget c ,ELECTRONICS,Warehouse 3,Aisle 4,300.0,29.99,Supplier C,Out of Stock,2022-12-20
1115, widget c ,TOYS,Warehouse 2,Aisle 4,100.0,29.99,Supplier C,Low Stock,2023-04-25
1190, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,300.0,29.99,Supplier A,Low Stock,2023-03-05
1252, widget a ,CLOTHING,Warehouse 2,Aisle 4,50.0,29.99,Supplier A,In Stock,2023-03-05
1980, gadget x ,FURNITURE,Warehouse 3,Aisle 2,50.0,29.99,Supplier A,In Stock,2023-03-05
1927, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,150.0,19.99,Supplier B,In Stock,2022-12-20
1982, gadget y ,ELECTRONICS,Warehouse 1,Aisle 5,0.0,19.99,Supplier D,Low Stock,2023-04-25
1160, widget a ,TOYS,Warehouse 1,Aisle 4,50.0,29.99,Supplier D,In Stock,2023-04-25
1255, widget a ,TOYS,Warehouse 2,Aisle 2,300.0,29.99,Supplier B,Out of Stock,2023-03-05
1322, gadget y ,FURNITURE,Warehouse 1,Aisle 3,0.0,19.99,Supplier C,Out of Stock,2023-03-05
1127, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,50.0,29.99,Supplier B,Low Stock,2023-01-15
1017, gadget z ,ELECTRONICS,Warehouse 3,Aisle 1,150.0,29.99,Supplier C,In Stock,2023-01-15
1792, widget b ,TOYS,Warehouse 2,Aisle 1,0.0,29.99,Supplier B,Out of Stock,2022-12-20
1734, gadget x ,ELECTRONICS,Warehouse 2,Aisle 3,150.0,9.99,Supplier B,Low Stock,2022-12-20
1565, widget b ,ELECTRONICS,Warehouse 3,Aisle 2,100.0,19.99,Supplier B,In Stock,2023-04-25
1569, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,50.0,29.99,Supplier D,Out of Stock,2023-04-25
1322, widget a ,TOYS,Warehouse 1,Aisle 2,100.0,9.99,Supplier A,In Stock,2022-12-20
1871, widget a ,FURNITURE,Warehouse 2,Aisle 1,100.0,29.99,Supplier B,Low Stock,2022-12-20
1685, gadget x ,CLOTHING,Warehouse 1,Aisle 2,300.0,29.99,Supplier D,In Stock,2023-01-15
1791, widget a ,FURNITURE,Warehouse 3,Aisle 1,0.0,29.99,Supplier A,Low Stock,2022-12-20
1625, widget a ,CLOTHING,Warehouse 3,Aisle 2,300.0,29.99,Supplier A,In Stock,2023-01-15
1287, gadget x ,ELECTRONICS,Warehouse 2,Aisle 3,50.0,49.99,Supplier B,Out of Stock,2023-01-15
1942, gadget z ,FURNITURE,Warehouse 3,Aisle 5,100.0,29.99,Supplier C,Low Stock,2022-12-20
1853, gadget z ,CLOTHING,Warehouse 3,Aisle 3,0.0,9.99,Supplier C,Low Stock,2022-12-20
1662, gadget x ,TOYS,Warehouse 2,Aisle 3,100.0,29.99,Supplier C,Low Stock,2022-12-20
1961, gadget y ,TOYS,Warehouse 3,Aisle 5,0.0,19.99,Supplier B,In Stock,2023-03-05
1638, widget a ,FURNITURE,Warehouse 3,Aisle 5,300.0,29.99,Supplier C,In Stock,2023-03-05
1154, widget a ,FURNITURE,Warehouse 3,Aisle 4,300.0,29.99,Supplier D,Out of Stock,2023-03-05
1489, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,0.0,29.99,Supplier D,Low Stock,2023-04-25
1385, gadget z ,FURNITURE,Warehouse 2,Aisle 3,100.0,49.99,Supplier D,Low Stock,2022-12-20
1985, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,150.0,49.99,Supplier D,In Stock,2022-12-20
1784, widget c ,ELECTRONICS,Warehouse 2,Aisle 1,300.0,49.99,Supplier A,In Stock,2023-04-25
1103, widget c ,TOYS,Warehouse 1,Aisle 1,300.0,9.99,Supplier D,Out of Stock,2023-01-15
1928, gadget z ,TOYS,Warehouse 1,Aisle 4,0.0,49.99,Supplier C,Out of Stock,2023-03-05
1392, gadget z ,CLOTHING,Warehouse 2,Aisle 4,0.0,9.99,Supplier B,In Stock,2023-03-05
1810, gadget y ,TOYS,Warehouse 1,Aisle 1,0.0,49.99,Supplier C,Low Stock,2023-01-15
1245, widget a ,TOYS,Warehouse 2,Aisle 1,100.0,9.99,Supplier D,Out of Stock,2022-12-20
1175, gadget y ,FURNITURE,Warehouse 1,Aisle 2,50.0,29.99,Supplier A,In Stock,2022-12-20
1038, gadget y ,TOYS,Warehouse 3,Aisle 2,50.0,29.99,Supplier D,In Stock,2022-12-20
1476, gadget z ,CLOTHING,Warehouse 3,Aisle 1,0.0,29.99,Supplier B,Low Stock,2023-04-25
1681, widget c ,FURNITURE,Warehouse 2,Aisle 2,300.0,9.99,Supplier C,In Stock,2022-12-20
1758, widget b ,CLOTHING,Warehouse 1,Aisle 5,0.0,19.99,Supplier B,In Stock,2022-12-20
1537, widget a ,TOYS,Warehouse 1,Aisle 4,300.0,29.99,Supplier B,Out of Stock,2023-01-15
1866, gadget z ,CLOTHING,Warehouse 3,Aisle 4,300.0,29.99,Supplier B,In Stock,2022-12-20
1817, widget c ,FURNITURE,Warehouse 3,Aisle 1,50.0,9.99,Supplier C,In Stock,2023-03-05
1920, widget b ,ELECTRONICS,Warehouse 1,Aisle 3,0.0,49.99,Supplier D,Out of Stock,2023-03-05
1407, widget b ,CLOTHING,Warehouse 1,Aisle 1,0.0,19.99,Supplier B,Low Stock,2023-01-15
1524, gadget z ,CLOTHING,Warehouse 1,Aisle 2,300.0,29.99,Supplier C,Low Stock,2022-12-20
1827, gadget x ,FURNITURE,Warehouse 1,Aisle 3,150.0,29.99,Supplier A,Out of Stock,2023-03-05
1505, widget a ,FURNITURE,Warehouse 1,Aisle 2,150.0,9.99,Supplier C,Out of Stock,2023-03-05
1902, widget b ,CLOTHING,Warehouse 1,Aisle 5,0.0,19.99,Supplier A,Low Stock,2023-04-25
1824, gadget z ,TOYS,Warehouse 2,Aisle 2,150.0,9.99,Supplier C,Low Stock,2022-12-20
1035, gadget z ,CLOTHING,Warehouse 1,Aisle 5,100.0,49.99,Supplier D,Low Stock,2022-12-20
1684, widget c ,FURNITURE,Warehouse 3,Aisle 5,300.0,29.99,Supplier B,Low Stock,2022-12-20
1019, gadget x ,ELECTRONICS,Warehouse 2,Aisle 2,0.0,9.99,Supplier D,Low Stock,2022-12-20
1320, widget a ,ELECTRONICS,Warehouse 1,Aisle 2,0.0,29.99,Supplier C,Out of Stock,2023-03-05
1775, gadget y ,TOYS,Warehouse 3,Aisle 5,300.0,29.99,Supplier B,In Stock,2023-04-25
1511, widget c ,CLOTHING,Warehouse 2,Aisle 3,0.0,29.99,Supplier A,Low Stock,2022-12-20
1399, widget b ,ELECTRONICS,Warehouse 3,Aisle 5,50.0,9.99,Supplier C,Low Stock,2023-03-05
1653, widget b ,CLOTHING,Warehouse 1,Aisle 4,0.0,29.99,Supplier B,In Stock,2022-12-20
1971, widget c ,FURNITURE,Warehouse 1,Aisle 5,50.0,29.99,Supplier A,In Stock,2022-12-20
1882, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,300.0,49.99,Supplier A,In Stock,2022-12-20
1470, widget b ,TOYS,Warehouse 1,Aisle 4,0.0,49.99,Supplier D,In Stock,2023-03-05
1142, gadget x ,FURNITURE,Warehouse 2,Aisle 1,150.0,9.99,Supplier C,In Stock,2022-12-20
1091, widget a ,TOYS,Warehouse 2,Aisle 1,0.0,29.99,Supplier A,In Stock,2023-04-25
1353, gadget x ,FURNITURE,Warehouse 3,Aisle 3,300.0,19.99,Supplier B,Out of Stock,2023-04-25
1833, widget b ,ELECTRONICS,Warehouse 1,Aisle 5,100.0,29.99,Supplier A,In Stock,2023-03-05
1799, gadget y ,TOYS,Warehouse 3,Aisle 2,0.0,49.99,Supplier A,In Stock,2022-12-20
1726, widget a ,TOYS,Warehouse 2,Aisle 3,0.0,29.99,Supplier D,Out of Stock,2023-03-05
1958, widget a ,FURNITURE,Warehouse 1,Aisle 4,300.0,19.99,Supplier D,In Stock,2023-04-25
1853, widget c ,TOYS,Warehouse 1,Aisle 4,300.0,9.99,Supplier B,Low Stock,2023-01-15
1050, widget c ,FURNITURE,Warehouse 2,Aisle 1,50.0,19.99,Supplier D,Low Stock,2023-01-15
1664, gadget y ,FURNITURE,Warehouse 2,Aisle 4,150.0,9.99,Supplier A,In Stock,2022-12-20
1697, gadget z ,FURNITURE,Warehouse 2,Aisle 3,50.0,19.99,Supplier A,Out of Stock,2022-12-20
1574, widget a ,FURNITURE,Warehouse 2,Aisle 4,50.0,9.99,Supplier D,Low Stock,2023-01-15
1189, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,150.0,9.99,Supplier A,Out of Stock,2023-04-25
1124, widget c ,FURNITURE,Warehouse 1,Aisle 2,100.0,19.99,Supplier A,Low Stock,2022-12-20
1149, widget c ,CLOTHING,Warehouse 2,Aisle 1,50.0,19.99,Supplier B,In Stock,2023-03-05
1313, widget a ,TOYS,Warehouse 1,Aisle 4,50.0,9.99,Supplier D,Out of Stock,2023-03-05
1569, gadget x ,CLOTHING,Warehouse 1,Aisle 3,0.0,49.99,Supplier A,Out of Stock,2023-04-25
1341, widget b ,ELECTRONICS,Warehouse 2,Aisle 5,150.0,19.99,Supplier D,Out of Stock,2022-12-20
1304, widget c ,CLOTHING,Warehouse 2,Aisle 1,0.0,29.99,Supplier B,Low Stock,2023-03-05
1691, gadget z ,TOYS,Warehouse 1,Aisle 2,100.0,29.99,Supplier D,Low Stock,2022-12-20
1681, gadget z ,CLOTHING,Warehouse 2,Aisle 3,100.0,9.99,Supplier A,Low Stock,2022-12-20
1837, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,150.0,9.99,Supplier D,In Stock,2023-03-05
1782, gadget x ,FURNITURE,Warehouse 2,Aisle 2,300.0,29.99,Supplier A,Low Stock,2023-01-15
1053, gadget x ,CLOTHING,Warehouse 3,Aisle 4,300.0,49.99,Supplier A,In Stock,2023-03-05
1443, gadget y ,ELECTRONICS,Warehouse 1,Aisle 4,0.0,29.99,Supplier A,Out of Stock,2023-04-25
1612, gadget z ,ELECTRONICS,Warehouse 3,Aisle 3,0.0,19.99,Supplier B,Out of Stock,2022-12-20
1992, gadget y ,TOYS,Warehouse 2,Aisle 5,150.0,29.99,Supplier D,In Stock,2023-03-05
1263, gadget z ,TOYS,Warehouse 3,Aisle 3,0.0,9.99,Supplier B,Low Stock,2022-12-20
1052, widget b ,CLOTHING,Warehouse 2,Aisle 5,100.0,29.99,Supplier D,In Stock,2022-12-20
1571, widget b ,FURNITURE,Warehouse 3,Aisle 2,100.0,29.99,Supplier B,Out of Stock,2023-03-05
1619, widget a ,ELECTRONICS,Warehouse 2,Aisle 1,0.0,19.99,Supplier C,Out of Stock,2022-12-20
1004, gadget y ,CLOTHING,Warehouse 3,Aisle 3,300.0,29.99,Supplier A,In Stock,2023-03-05
1102, widget c ,ELECTRONICS,Warehouse 3,Aisle 3,150.0,9.99,Supplier A,Low Stock,2022-12-20
1195, gadget y ,ELECTRONICS,Warehouse 3,Aisle 5,50.0,19.99,Supplier B,Low Stock,2022-12-20
1773, widget c ,FURNITURE,Warehouse 1,Aisle 2,300.0,9.99,Supplier C,In Stock,2023-04-25
1876, gadget x ,FURNITURE,Warehouse 3,Aisle 2,50.0,49.99,Supplier A,In Stock,2022-12-20
1991, gadget y ,CLOTHING,Warehouse 1,Aisle 5,0.0,29.99,Supplier D,Low Stock,2022-12-20
1883, gadget x ,FURNITURE,Warehouse 2,Aisle 2,0.0,49.99,Supplier B,Out of Stock,2022-12-20
1349, widget b ,FURNITURE,Warehouse 3,Aisle 4,0.0,29.99,Supplier A,In Stock,2022-12-20
1046, widget b ,CLOTHING,Warehouse 2,Aisle 1,0.0,29.99,Supplier A,Low Stock,2023-01-15
1866, widget a ,FURNITURE,Warehouse 2,Aisle 3,0.0,19.99,Supplier B,Low Stock,2022-12-20
1822, gadget y ,TOYS,Warehouse 3,Aisle 1,50.0,29.99,Supplier B,Out of Stock,2022-12-20
1935, gadget x ,ELECTRONICS,Warehouse 1,Aisle 3,0.0,29.99,Supplier D,Out of Stock,2023-01-15
1819, widget c ,ELECTRONICS,Warehouse 3,Aisle 4,0.0,29.99,Supplier D,Out of Stock,2023-04-25
1655, widget b ,ELECTRONICS,Warehouse 2,Aisle 2,300.0,29.99,Supplier A,Out of Stock,2022-12-20
1268, widget b ,ELECTRONICS,Warehouse 2,Aisle 5,0.0,9.99,Supplier A,Out of Stock,2023-01-15
1369, widget c ,CLOTHING,Warehouse 3,Aisle 4,0.0,19.99,Supplier B,In Stock,2023-03-05
1635, gadget x ,ELECTRONICS,Warehouse 1,Aisle 1,150.0,29.99,Supplier A,Low Stock,2023-03-05
1105, gadget x ,ELECTRONICS,Warehouse 1,Aisle 5,0.0,29.99,Supplier A,In Stock,2023-01-15
1669, gadget y ,ELECTRONICS,Warehouse 2,Aisle 2,50.0,49.99,Supplier B,In Stock,2022-12-20
1658, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,150.0,29.99,Supplier A,In Stock,2022-12-20
1656, gadget z ,TOYS,Warehouse 1,Aisle 5,300.0,29.99,Supplier A,In Stock,2022-12-20
1119, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,100.0,29.99,Supplier C,In Stock,2023-03-05
1830, widget a ,TOYS,Warehouse 2,Aisle 4,0.0,29.99,Supplier D,Out of Stock,2022-12-20
1786, widget b ,CLOTHING,Warehouse 1,Aisle 2,50.0,49.99,Supplier B,Out of Stock,2022-12-20
1603, gadget y ,FURNITURE,Warehouse 2,Aisle 3,300.0,9.99,Supplier C,Low Stock,2023-03-05
1057, gadget x ,ELECTRONICS,Warehouse 3,Aisle 5,150.0,19.99,Supplier D,In Stock,2023-04-25
1950, widget c ,FURNITURE,Warehouse 1,Aisle 2,300.0,9.99,Supplier D,Low Stock,2022-12-20
1345, gadget x ,FURNITURE,Warehouse 2,Aisle 4,0.0,29.99,Supplier D,Out of Stock,2023-01-15
1740, widget b ,CLOTHING,Warehouse 3,Aisle 2,0.0,29.99,Supplier C,Out of Stock,2022-12-20
1473, gadget z ,FURNITURE,Warehouse 2,Aisle 3,0.0,19.99,Supplier C,Out of Stock,2022-12-20
1116, gadget x ,TOYS,Warehouse 3,Aisle 5,100.0,29.99,Supplier D,In Stock,2022-12-20
1829, widget a ,FURNITURE,Warehouse 3,Aisle 3,0.0,29.99,Supplier A,In Stock,2023-04-25
1790, widget b ,FURNITURE,Warehouse 1,Aisle 1,150.0,29.99,Supplier A,Out of Stock,2023-01-15
1126, gadget z ,FURNITURE,Warehouse 3,Aisle 5,150.0,19.99,Supplier C,Low Stock,2022-12-20
1392, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,0.0,19.99,Supplier C,Low Stock,2022-12-20
1907, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,150.0,49.99,Supplier C,Out of Stock,2022-12-20
1640, widget a ,TOYS,Warehouse 3,Aisle 5,0.0,49.99,Supplier D,Low Stock,2023-03-05
1057, widget b ,TOYS,Warehouse 1,Aisle 5,300.0,9.99,Supplier A,Out of Stock,2022-12-20
1633, widget c ,ELECTRONICS,Warehouse 3,Aisle 2,0.0,19.99,Supplier C,Low Stock,2022-12-20
1512, widget a ,TOYS,Warehouse 3,Aisle 4,0.0,19.99,Supplier C,Out of Stock,2023-03-05
1750, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,300.0,19.99,Supplier B,Low Stock,2023-04-25
1801, widget a ,CLOTHING,Warehouse 1,Aisle 3,300.0,49.99,Supplier D,In Stock,2022-12-20
1095, widget b ,FURNITURE,Warehouse 1,Aisle 2,0.0,29.99,Supplier B,Out of Stock,2022-12-20
1637, gadget y ,FURNITURE,Warehouse 1,Aisle 3,50.0,29.99,Supplier A,Out of Stock,2023-01-15
1117, widget a ,TOYS,Warehouse 3,Aisle 1,0.0,49.99,Supplier B,Low Stock,2022-12-20
1559, widget a ,ELECTRONICS,Warehouse 1,Aisle 1,300.0,19.99,Supplier B,Out of Stock,2023-04-25
1600, gadget z ,ELECTRONICS,Warehouse 3,Aisle 5,300.0,49.99,Supplier B,Out of Stock,2023-01-15
1487, gadget z ,TOYS,Warehouse 3,Aisle 1,150.0,9.99,Supplier D,Out of Stock,2022-12-20
1236, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,300.0,19.99,Supplier A,In Stock,2022-12-20
1884, gadget z ,CLOTHING,Warehouse 2,Aisle 4,0.0,9.99,Supplier B,In Stock,2023-03-05
1896, gadget x ,FURNITURE,Warehouse 2,Aisle 4,300.0,19.99,Supplier D,Low Stock,2023-04-25
1271, widget b ,TOYS,Warehouse 2,Aisle 5,50.0,49.99,Supplier A,In Stock,2023-03-05
1188, widget b ,TOYS,Warehouse 2,Aisle 3,0.0,29.99,Supplier C,Low Stock,2023-01-15
1998, gadget y ,ELECTRONICS,Warehouse 3,Aisle 3,0.0,29.99,Supplier B,In Stock,2023-03-05
1703, gadget y ,TOYS,Warehouse 3,Aisle 1,300.0,9.99,Supplier A,Low Stock,2023-04-25
1446, widget b ,CLOTHING,Warehouse 1,Aisle 3,100.0,49.99,Supplier B,In Stock,2022-12-20
1580, gadget y ,ELECTRONICS,Warehouse 3,Aisle 2,100.0,29.99,Supplier C,In Stock,2022-12-20
1789, widget c ,ELECTRONICS,Warehouse 3,Aisle 1,0.0,49.99,Supplier A,Low Stock,2023-01-15
1860, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,100.0,9.99,Supplier D,Out of Stock,2022-12-20
1246, widget b ,ELECTRONICS,Warehouse 3,Aisle 5,0.0,29.99,Supplier A,Out of Stock,2023-03-05
1962, gadget y ,CLOTHING,Warehouse 2,Aisle 4,150.0,49.99,Supplier D,In Stock,2023-01-15
1075, widget b ,ELECTRONICS,Warehouse 1,Aisle 5,0.0,19.99,Supplier A,Low Stock,2023-04-25
1153, gadget x ,TOYS,Warehouse 1,Aisle 4,100.0,29.99,Supplier D,Out of Stock,2023-01-15
1655, widget a ,CLOTHING,Warehouse 3,Aisle 5,300.0,49.99,Supplier C,Low Stock,2023-01-15
1434, gadget z ,FURNITURE,Warehouse 1,Aisle 3,150.0,29.99,Supplier C,Out of Stock,2022-12-20
1996, widget b ,FURNITURE,Warehouse 3,Aisle 2,100.0,19.99,Supplier C,Low Stock,2022-12-20
1085, widget a ,TOYS,Warehouse 1,Aisle 4,0.0,29.99,Supplier A,In Stock,2023-01-15
1696, gadget y ,TOYS,Warehouse 2,Aisle 1,50.0,29.99,Supplier C,Low Stock,2022-12-20
1284, widget a ,CLOTHING,Warehouse 2,Aisle 2,0.0,19.99,Supplier B,Out of Stock,2022-12-20
1973, gadget z ,FURNITURE,Warehouse 2,Aisle 1,100.0,29.99,Supplier C,In Stock,2023-04-25
1219, widget b ,FURNITURE,Warehouse 2,Aisle 2,0.0,49.99,Supplier D,Low Stock,2023-03-05
1068, gadget x ,FURNITURE,Warehouse 3,Aisle 2,150.0,19.99,Supplier D,Out of Stock,2022-12-20
1046, gadget y ,FURNITURE,Warehouse 1,Aisle 5,100.0,9.99,Supplier D,In Stock,2023-01-15
1093, widget b ,FURNITURE,Warehouse 3,Aisle 4,100.0,29.99,Supplier A,Low Stock,2022-12-20
1749, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,0.0,29.99,Supplier B,Out of Stock,2023-03-05
1957, gadget y ,TOYS,Warehouse 3,Aisle 2,0.0,19.99,Supplier C,Low Stock,2022-12-20
1452, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,50.0,29.99,Supplier B,Low Stock,2022-12-20
1203, widget a ,FURNITURE,Warehouse 3,Aisle 3,150.0,29.99,Supplier B,In Stock,2022-12-20
1911, gadget z ,CLOTHING,Warehouse 1,Aisle 1,0.0,29.99,Supplier D,In Stock,2022-12-20
1217, widget c ,CLOTHING,Warehouse 3,Aisle 1,150.0,19.99,Supplier D,Out of Stock,2023-01-15
1473, widget b ,FURNITURE,Warehouse 1,Aisle 5,100.0,29.99,Supplier D,In Stock,2023-04-25
1431, gadget x ,FURNITURE,Warehouse 1,Aisle 2,0.0,9.99,Supplier A,Out of Stock,2022-12-20
1340, gadget y ,CLOTHING,Warehouse 2,Aisle 1,0.0,19.99,Supplier B,Low Stock,2023-03-05
1550, widget a ,ELECTRONICS,Warehouse 1,Aisle 1,300.0,49.99,Supplier B,Low Stock,2022-12-20
1611, gadget y ,ELECTRONICS,Warehouse 2,Aisle 2,50.0,19.99,Supplier A,Out of Stock,2023-03-05
1288, widget b ,FURNITURE,Warehouse 2,Aisle 5,0.0,29.99,Supplier A,Low Stock,2023-01-15
1253, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,100.0,19.99,Supplier A,In Stock,2023-01-15
1733, widget a ,CLOTHING,Warehouse 3,Aisle 5,50.0,9.99,Supplier B,Low Stock,2023-03-05
1356, widget b ,ELECTRONICS,Warehouse 3,Aisle 4,0.0,9.99,Supplier B,In Stock,2023-04-25
1022, gadget y ,FURNITURE,Warehouse 3,Aisle 5,0.0,49.99,Supplier D,Out of Stock,2023-01-15
1761, gadget x ,CLOTHING,Warehouse 3,Aisle 3,50.0,29.99,Supplier D,Out of Stock,2023-01-15
1521, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,100.0,29.99,Supplier B,Low Stock,2023-03-05
1757, widget b ,TOYS,Warehouse 1,Aisle 5,300.0,29.99,Supplier D,Low Stock,2023-01-15
1836, gadget z ,CLOTHING,Warehouse 3,Aisle 3,150.0,29.99,Supplier A,In Stock,2023-04-25
1099, widget b ,CLOTHING,Warehouse 1,Aisle 4,150.0,9.99,Supplier C,In Stock,2023-04-25
1801, gadget x ,TOYS,Warehouse 1,Aisle 2,100.0,9.99,Supplier D,Low Stock,2023-04-25
1179, gadget z ,TOYS,Warehouse 2,Aisle 3,100.0,19.99,Supplier B,Low Stock,2022-12-20
1222, widget c ,CLOTHING,Warehouse 2,Aisle 3,150.0,49.99,Supplier D,Out of Stock,2023-04-25
1905, widget a ,TOYS,Warehouse 2,Aisle 5,300.0,49.99,Supplier D,Out of Stock,2023-04-25
1761, widget c ,FURNITURE,Warehouse 2,Aisle 4,50.0,49.99,Supplier D,Out of Stock,2022-12-20
1658, gadget y ,FURNITURE,Warehouse 1,Aisle 2,150.0,19.99,Supplier C,Low Stock,2022-12-20
1441, gadget x ,FURNITURE,Warehouse 3,Aisle 5,100.0,49.99,Supplier A,Low Stock,2023-01-15
1607, widget c ,CLOTHING,Warehouse 1,Aisle 5,0.0,29.99,Supplier B,Low Stock,2023-04-25
1768, widget b ,TOYS,Warehouse 1,Aisle 4,0.0,19.99,Supplier C,Out of Stock,2023-01-15
1324, gadget y ,TOYS,Warehouse 1,Aisle 2,300.0,29.99,Supplier B,Low Stock,2023-03-05
1515, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,300.0,19.99,Supplier B,In Stock,2023-01-15
1015, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,0.0,49.99,Supplier B,Low Stock,2022-12-20
1791, widget c ,TOYS,Warehouse 2,Aisle 4,0.0,29.99,Supplier C,Low Stock,2023-01-15
1335, gadget x ,TOYS,Warehouse 3,Aisle 5,100.0,29.99,Supplier A,Low Stock,2023-01-15
1758, widget a ,TOYS,Warehouse 1,Aisle 5,150.0,29.99,Supplier B,Low Stock,2023-01-15
1257, widget c ,CLOTHING,Warehouse 3,Aisle 1,50.0,19.99,Supplier A,Low Stock,2022-12-20
1496, widget c ,TOYS,Warehouse 2,Aisle 3,300.0,29.99,Supplier A,In Stock,2022-12-20
1987, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,300.0,49.99,Supplier D,In Stock,2023-03-05
1895, widget b ,CLOTHING,Warehouse 1,Aisle 1,0.0,29.99,Supplier C,Low Stock,2022-12-20
1159, gadget z ,TOYS,Warehouse 1,Aisle 3,150.0,29.99,Supplier C,Out of Stock,2023-01-15
1474, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,300.0,49.99,Supplier D,Low Stock,2023-01-15
1851, gadget y ,CLOTHING,Warehouse 2,Aisle 2,50.0,49.99,Supplier D,Low Stock,2023-01-15
1663, widget a ,TOYS,Warehouse 3,Aisle 3,0.0,29.99,Supplier A,Low Stock,2023-01-15
1907, widget b ,TOYS,Warehouse 2,Aisle 5,50.0,29.99,Supplier B,Out of Stock,2022-12-20
1689, gadget x ,TOYS,Warehouse 2,Aisle 1,150.0,19.99,Supplier C,Out of Stock,2023-03-05
1674, gadget x ,CLOTHING,Warehouse 1,Aisle 3,300.0,29.99,Supplier B,Out of Stock,2023-04-25
1379, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,0.0,29.99,Supplier B,In Stock,2022-12-20
1544, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,300.0,29.99,Supplier D,Out of Stock,2023-01-15
1928, gadget x ,FURNITURE,Warehouse 1,Aisle 4,150.0,49.99,Supplier B,In Stock,2023-03-05
1956, widget c ,TOYS,Warehouse 1,Aisle 2,300.0,29.99,Supplier A,In Stock,2023-04-25
1690, widget a ,FURNITURE,Warehouse 3,Aisle 5,300.0,49.99,Supplier D,Out of Stock,2023-03-05
1426, gadget z ,FURNITURE,Warehouse 2,Aisle 2,100.0,49.99,Supplier B,Out of Stock,2022-12-20
1612, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,300.0,29.99,Supplier D,Out of Stock,2023-04-25
1267, gadget y ,CLOTHING,Warehouse 3,Aisle 3,300.0,9.99,Supplier A,In Stock,2023-03-05
1834, widget c ,CLOTHING,Warehouse 3,Aisle 2,50.0,29.99,Supplier A,Low Stock,2022-12-20
1576, widget b ,ELECTRONICS,Warehouse 2,Aisle 1,0.0,49.99,Supplier B,Out of Stock,2023-03-05
1416, widget a ,CLOTHING,Warehouse 2,Aisle 1,50.0,49.99,Supplier D,Out of Stock,2023-03-05
1167, widget b ,FURNITURE,Warehouse 3,Aisle 5,50.0,9.99,Supplier B,Out of Stock,2023-04-25
1841, widget b ,TOYS,Warehouse 1,Aisle 4,0.0,19.99,Supplier B,In Stock,2022-12-20
1042, gadget y ,ELECTRONICS,Warehouse 3,Aisle 5,100.0,9.99,Supplier D,In Stock,2023-01-15
1555, widget a ,TOYS,Warehouse 2,Aisle 5,50.0,9.99,Supplier B,Low Stock,2022-12-20
1284, widget a ,CLOTHING,Warehouse 1,Aisle 5,150.0,49.99,Supplier A,Out of Stock,2023-04-25
1396, widget a ,TOYS,Warehouse 1,Aisle 1,150.0,29.99,Supplier D,In Stock,2022-12-20
1011, widget a ,CLOTHING,Warehouse 3,Aisle 1,300.0,9.99,Supplier D,Low Stock,2023-03-05
1606, widget a ,CLOTHING,Warehouse 2,Aisle 5,0.0,19.99,Supplier D,Out of Stock,2022-12-20
1301, gadget y ,FURNITURE,Warehouse 3,Aisle 1,100.0,29.99,Supplier D,In Stock,2022-12-20
1897, widget c ,CLOTHING,Warehouse 3,Aisle 4,100.0,9.99,Supplier B,Out of Stock,2022-12-20
1252, widget b ,FURNITURE,Warehouse 3,Aisle 5,300.0,9.99,Supplier B,Out of Stock,2023-01-15
1498, widget a ,FURNITURE,Warehouse 1,Aisle 1,150.0,19.99,Supplier A,In Stock,2023-01-15
1753, widget c ,FURNITURE,Warehouse 1,Aisle 2,0.0,29.99,Supplier C,In Stock,2022-12-20
1034, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,0.0,9.99,Supplier C,In Stock,2023-04-25
1726, widget b ,ELECTRONICS,Warehouse 2,Aisle 5,300.0,9.99,Supplier A,Out of Stock,2023-04-25
1848, gadget y ,CLOTHING,Warehouse 3,Aisle 4,0.0,29.99,Supplier C,Out of Stock,2023-03-05
