Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked,Restock Missing Flag,Stock Value,Days Since Restocked
1046,Widget B,Clothing,Warehouse 2,Aisle 1,0.0,29.99,Supplier A,Low Stock,2023-01-15,0,0.0,1311.0
1822,Gadget Y,Toys,Warehouse 3,Aisle 1,50.0,29.99,Supplier B,Out of Stock,2022-12-20,0,1499.5,1337.0
1655,Widget B,Electronics,Warehouse 2,Aisle 2,300.0,29.99,Supplier A,Out of Stock,2022-12-20,0,8997.0,1337.0
1268,Widget B,Electronics,Warehouse 2,Aisle 5,0.0,9.99,Supplier A,Out of Stock,2023-01-15,0,0.0,1311.0
1369,Widget C,Clothing,Warehouse 3,Aisle 4,0.0,19.99,Supplier B,In Stock,2023-03-05,0,0.0,1262.0
1635,Gadget X,Electronics,Warehouse 1,Aisle 1,150.0,29.99,Supplier A,Low Stock,2023-03-05,0,4498.5,1262.0
1656,Gadget Z,Toys,Warehouse 1,Aisle 5,300.0,29.99,Supplier A,In Stock,2022-12-20,0,8997.0,1337.0
1830,Widget A,Toys,Warehouse 2,Aisle 4,0.0,29.99,Supplier D,Out of Stock,,1,0.0,
1786,Widget B,Clothing,Warehouse 1,Aisle 2,50.0,49.99,Supplier B,Out of Stock,,1,2499.5,
1603,Gadget Y,Furniture,Warehouse 2,Aisle 3,300.0,9.99,Supplier C,Low Stock,2023-03-05,0,2997.0,1262.0
1057,Gadget X,Electronics,Warehouse 3,Aisle 5,150.0,19.99,Supplier D,In Stock,2023-04-25,0,2998.4999999999995,1211.0
1950,Widget C,Furniture,Warehouse 1,Aisle 2,300.0,9.99,Supplier D,Low Stock,,1,2997.0,
1740,Widget B,Clothing,Warehouse 3,Aisle 2,0.0,29.99,Supplier C,Out of Stock,2022-12-20,0,0.0,1337.0
1473,Gadget Z,Furniture,Warehouse 2,Aisle 3,0.0,19.99,Supplier C,Out of Stock,,1,0.0,
1116,Gadget X,Toys,Warehouse 3,Aisle 5,100.0,29.99,Supplier D,In Stock,,1,2999.0,
1790,Widget B,Furniture,Warehouse 1,Aisle 1,150.0,29.99,Supplier A,Out of Stock,2023-01-15,0,4498.5,1311.0
1126,Gadget Z,Furniture,Warehouse 3,Aisle 5,150.0,19.99,Supplier C,Low Stock,2022-12-20,0,2998.4999999999995,1337.0
1907,Gadget Z,Electronics,Warehouse 3,Aisle 4,150.0,49.99,Supplier C,Out of Stock,2022-12-20,0,7498.5,1337.0
1633,Widget C,Electronics,Warehouse 3,Aisle 2,0.0,19.99,Supplier C,Low Stock,,1,0.0,
1512,Widget A,Toys,Warehouse 3,Aisle 4,0.0,19.99,Supplier C,Out of Stock,2023-03-05,0,0.0,1262.0
1750,Gadget Z,Electronics,Warehouse 2,Aisle 1,300.0,19.99,Supplier B,Low Stock,2023-04-25,0,5996.999999999999,1211.0
1801,Widget A,Clothing,Warehouse 1,Aisle 3,300.0,49.99,Supplier D,In Stock,,1,14997.0,
1117,Widget A,Toys,Warehouse 3,Aisle 1,0.0,49.99,Supplier B,Low Stock,2022-12-20,0,0.0,1337.0
1559,Widget A,Electronics,Warehouse 1,Aisle 1,300.0,19.99,Supplier B,Out of Stock,2023-04-25,0,5996.999999999999,1211.0
1487,Gadget Z,Toys,Warehouse 3,Aisle 1,150.0,9.99,Supplier D,Out of Stock,2022-12-20,0,1498.5,1337.0
1236,Widget C,Electronics,Warehouse 2,Aisle 3,300.0,19.99,Supplier A,In Stock,2022-12-20,0,5996.999999999999,1337.0
1884,Gadget Z,Clothing,Warehouse 2,Aisle 4,0.0,9.99,Supplier B,In Stock,2023-03-05,0,0.0,1262.0
1271,Widget B,Toys,Warehouse 2,Aisle 5,50.0,49.99,Supplier A,In Stock,2023-03-05,0,2499.5,1262.0
1188,Widget B,Toys,Warehouse 2,Aisle 3,0.0,29.99,Supplier C,Low Stock,2023-01-15,0,0.0,1311.0
1998,Gadget Y,Electronics,Warehouse 3,Aisle 3,0.0,29.99,Supplier B,In Stock,2023-03-05,0,0.0,1262.0
1703,Gadget Y,Toys,Warehouse 3,Aisle 1,300.0,9.99,Supplier A,Low Stock,2023-04-25,0,2997.0,1211.0
1446,Widget B,Clothing,Warehouse 1,Aisle 3,100.0,49.99,Supplier B,In Stock,,1,4999.0,
1580,Gadget Y,Electronics,Warehouse 3,Aisle 2,100.0,29.99,Supplier C,In Stock,,1,2999.0,
1789,Widget C,Electronics,Warehouse 3,Aisle 1,0.0,49.99,Supplier A,Low Stock,2023-01-15,0,0.0,1311.0
1075,Widget B,Electronics,Warehouse 1,Aisle 5,0.0,19.99,Supplier A,Low Stock,2023-04-25,0,0.0,1211.0
1153,Gadget X,Toys,Warehouse 1,Aisle 4,100.0,29.99,Supplier D,Out of Stock,2023-01-15,0,2999.0,1311.0
1434,Gadget Z,Furniture,Warehouse 1,Aisle 3,150.0,29.99,Supplier C,Out of Stock,2022-12-20,0,4498.5,1337.0
1696,Gadget Y,Toys,Warehouse 2,Aisle 1,50.0,29.99,Supplier C,Low Stock,,1,1499.5,
1284,Widget A,Clothing,Warehouse 2,Aisle 2,0.0,19.99,Supplier B,Out of Stock,2022-12-20,0,0.0,1337.0
1973,Gadget Z,Furniture,Warehouse 2,Aisle 1,100.0,29.99,Supplier C,In Stock,2023-04-25,0,2999.0,1211.0
1068,Gadget X,Furniture,Warehouse 3,Aisle 2,150.0,19.99,Supplier D,Out of Stock,2022-12-20,0,2998.4999999999995,1337.0
1093,Widget B,Furniture,Warehouse 3,Aisle 4,100.0,29.99,Supplier A,Low Stock,,1,2999.0,
1203,Widget A,Furniture,Warehouse 3,Aisle 3,150.0,29.99,Supplier B,In Stock,,1,4498.5,
1911,Gadget Z,Clothing,Warehouse 1,Aisle 1,0.0,29.99,Supplier D,In Stock,,1,0.0,
1431,Gadget X,Furniture,Warehouse 1,Aisle 2,0.0,9.99,Supplier A,Out of Stock,,1,0.0,
1340,Gadget Y,Clothing,Warehouse 2,Aisle 1,0.0,19.99,Supplier B,Low Stock,2023-03-05,0,0.0,1262.0
1611,Gadget Y,Electronics,Warehouse 2,Aisle 2,50.0,19.99,Supplier A,Out of Stock,2023-03-05,0,999.4999999999999,1262.0
1356,Widget B,Electronics,Warehouse 3,Aisle 4,0.0,9.99,Supplier B,In Stock,2023-04-25,0,0.0,1211.0
1022,Gadget Y,Furniture,Warehouse 3,Aisle 5,0.0,49.99,Supplier D,Out of Stock,2023-01-15,0,0.0,1311.0
1761,Gadget X,Clothing,Warehouse 3,Aisle 3,50.0,29.99,Supplier D,Out of Stock,2023-01-15,0,1499.5,1311.0
1521,Gadget Z,Electronics,Warehouse 1,Aisle 3,100.0,29.99,Supplier B,Low Stock,2023-03-05,0,2999.0,1262.0
1757,Widget B,Toys,Warehouse 1,Aisle 5,300.0,29.99,Supplier D,Low Stock,2023-01-15,0,8997.0,1311.0
1179,Gadget Z,Toys,Warehouse 2,Aisle 3,100.0,19.99,Supplier B,Low Stock,2022-12-20,0,1998.9999999999998,1337.0
1222,Widget C,Clothing,Warehouse 2,Aisle 3,150.0,49.99,Supplier D,Out of Stock,2023-04-25,0,7498.5,1211.0
1905,Widget A,Toys,Warehouse 2,Aisle 5,300.0,49.99,Supplier D,Out of Stock,2023-04-25,0,14997.0,1211.0
1324,Gadget Y,Toys,Warehouse 1,Aisle 2,300.0,29.99,Supplier B,Low Stock,2023-03-05,0,8997.0,1262.0
1015,Widget C,Electronics,Warehouse 2,Aisle 2,0.0,49.99,Supplier B,Low Stock,2022-12-20,0,0.0,1337.0
1335,Gadget X,Toys,Warehouse 3,Aisle 5,100.0,29.99,Supplier A,Low Stock,2023-01-15,0,2999.0,1311.0
1257,Widget C,Clothing,Warehouse 3,Aisle 1,50.0,19.99,Supplier A,Low Stock,,1,999.4999999999999,
1689,Gadget X,Toys,Warehouse 2,Aisle 1,150.0,19.99,Supplier C,Out of Stock,2023-03-05,0,2998.4999999999995,1262.0
1544,Widget C,Electronics,Warehouse 2,Aisle 5,300.0,29.99,Supplier D,Out of Stock,2023-01-15,0,8997.0,1311.0
1426,Gadget Z,Furniture,Warehouse 2,Aisle 2,100.0,49.99,Supplier B,Out of Stock,,1,4999.0,
1834,Widget C,Clothing,Warehouse 3,Aisle 2,50.0,29.99,Supplier A,Low Stock,,1,1499.5,
1576,Widget B,Electronics,Warehouse 2,Aisle 1,0.0,49.99,Supplier B,Out of Stock,2023-03-05,0,0.0,1262.0
1416,Widget A,Clothing,Warehouse 2,Aisle 1,50.0,49.99,Supplier D,Out of Stock,2023-03-05,0,2499.5,1262.0
1167,Widget B,Furniture,Warehouse 3,Aisle 5,50.0,9.99,Supplier B,Out of Stock,2023-04-25,0,499.5,1211.0
1841,Widget B,Toys,Warehouse 1,Aisle 4,0.0,19.99,Supplier B,In Stock,,1,0.0,
1042,Gadget Y,Electronics,Warehouse 3,Aisle 5,100.0,9.99,Supplier D,In Stock,2023-01-15,0,999.0,1311.0
1396,Widget A,Toys,Warehouse 1,Aisle 1,150.0,29.99,Supplier D,In Stock,,1,4498.5,
1011,Widget A,Clothing,Warehouse 3,Aisle 1,300.0,9.99,Supplier D,Low Stock,2023-03-05,0,2997.0,1262.0
1753,Widget C,Furniture,Warehouse 1,Aisle 2,0.0,29.99,Supplier C,In Stock,2022-12-20,0,0.0,1337.0
1848,Gadget Y,Clothing,Warehouse 3,Aisle 4,0.0,29.99,Supplier C,Out of Stock,2023-03-05,0,0.0,1262.0
1089,Gadget X,Furniture,Warehouse 3,Aisle 3,150.0,19.99,Supplier A,Low Stock,2023-01-15,0,2998.4999999999995,1311.0
1604,Widget C,Furniture,Warehouse 2,Aisle 4,0.0,29.99,Supplier D,In Stock,2023-01-15,0,0.0,1311.0
1969,Gadget Z,Toys,Warehouse 1,Aisle 4,100.0,29.99,Supplier B,Low Stock,2023-04-25,0,2999.0,1211.0
1601,Widget B,Toys,Warehouse 3,Aisle 3,0.0,49.99,Supplier D,Low Stock,2023-04-25,0,0.0,1211.0
1417,Gadget X,Clothing,Warehouse 3,Aisle 4,0.0,29.99,Supplier D,In Stock,2022-12-20,0,0.0,1337.0
1114,Widget C,Furniture,Warehouse 3,Aisle 1,150.0,9.99,Supplier C,In Stock,2023-03-05,0,1498.5,1262.0
1616,Gadget Y,Toys,Warehouse 3,Aisle 5,100.0,19.99,Supplier B,Low Stock,2023-03-05,0,1998.9999999999998,1262.0
1825,Widget C,Toys,Warehouse 3,Aisle 2,100.0,29.99,Supplier D,In Stock,2023-03-05,0,2999.0,1262.0
1500,Widget A,Toys,Warehouse 2,Aisle 5,100.0,19.99,Supplier D,Low Stock,2022-12-20,0,1998.9999999999998,1337.0
1074,Widget B,Furniture,Warehouse 1,Aisle 3,0.0,9.99,Supplier D,Out of Stock,2023-01-15,0,0.0,1311.0
1412,Widget A,Electronics,Warehouse 3,Aisle 1,0.0,29.99,Supplier B,Out of Stock,,1,0.0,
1375,Widget A,Furniture,Warehouse 1,Aisle 3,50.0,29.99,Supplier D,Low Stock,2023-01-15,0,1499.5,1311.0
1728,Gadget Z,Clothing,Warehouse 1,Aisle 5,300.0,9.99,Supplier B,Out of Stock,2023-04-25,0,2997.0,1211.0
1760,Gadget Y,Clothing,Warehouse 2,Aisle 1,0.0,29.99,Supplier A,Out of Stock,2023-04-25,0,0.0,1211.0
1675,Widget A,Furniture,Warehouse 1,Aisle 3,50.0,9.99,Supplier B,Low Stock,2022-12-20,0,499.5,1337.0
1393,Gadget Y,Toys,Warehouse 3,Aisle 2,150.0,29.99,Supplier B,Out of Stock,,1,4498.5,
1868,Gadget Z,Furniture,Warehouse 1,Aisle 2,150.0,9.99,Supplier A,Out of Stock,2023-04-25,0,1498.5,1211.0
1456,Gadget Z,Electronics,Warehouse 3,Aisle 3,100.0,19.99,Supplier D,In Stock,2023-04-25,0,1998.9999999999998,1211.0
1688,Gadget X,Furniture,Warehouse 3,Aisle 3,0.0,49.99,Supplier D,Low Stock,,1,0.0,
1547,Widget B,Toys,Warehouse 2,Aisle 1,0.0,9.99,Supplier C,In Stock,,1,0.0,
1977,Widget A,Electronics,Warehouse 3,Aisle 1,100.0,29.99,Supplier B,Low Stock,2023-04-25,0,2999.0,1211.0
1368,Gadget Z,Electronics,Warehouse 1,Aisle 1,50.0,19.99,Supplier B,In Stock,2023-03-05,0,999.4999999999999,1262.0
1694,Gadget Y,Toys,Warehouse 2,Aisle 3,150.0,9.99,Supplier D,In Stock,,1,1498.5,
1278,Widget C,Clothing,Warehouse 3,Aisle 1,150.0,29.99,Supplier A,Out of Stock,2022-12-20,0,4498.5,1337.0
1872,Gadget Y,Electronics,Warehouse 2,Aisle 3,0.0,19.99,Supplier D,In Stock,,1,0.0,
1272,Gadget Z,Clothing,Warehouse 1,Aisle 2,0.0,29.99,Supplier C,In Stock,2022-12-20,0,0.0,1337.0
1061,Widget C,Clothing,Warehouse 2,Aisle 1,0.0,9.99,Supplier C,In Stock,2023-01-15,0,0.0,1311.0
1595,Widget B,Electronics,Warehouse 2,Aisle 1,150.0,29.99,Supplier C,Out of Stock,,1,4498.5,
1879,Widget C,Furniture,Warehouse 2,Aisle 2,0.0,29.99,Supplier D,Low Stock,2023-04-25,0,0.0,1211.0
1018,Gadget X,Clothing,Warehouse 2,Aisle 5,100.0,29.99,Supplier A,Out of Stock,2023-03-05,0,2999.0,1262.0
1176,Gadget X,Toys,Warehouse 3,Aisle 4,300.0,29.99,Supplier A,Low Stock,2023-03-05,0,8997.0,1262.0
1395,Widget B,Clothing,Warehouse 2,Aisle 5,0.0,9.99,Supplier C,In Stock,2023-01-15,0,0.0,1311.0
1444,Widget C,Toys,Warehouse 3,Aisle 3,50.0,29.99,Supplier C,In Stock,2023-01-15,0,1499.5,1311.0
1914,Widget C,Electronics,Warehouse 1,Aisle 1,0.0,29.99,Supplier B,In Stock,2023-03-05,0,0.0,1262.0
1264,Gadget X,Toys,Warehouse 2,Aisle 5,0.0,49.99,Supplier B,Low Stock,2022-12-20,0,0.0,1337.0
1717,Gadget Y,Electronics,Warehouse 3,Aisle 3,300.0,19.99,Supplier A,Out of Stock,,1,5996.999999999999,
1383,Widget A,Furniture,Warehouse 1,Aisle 4,100.0,19.99,Supplier C,Low Stock,,1,1998.9999999999998,
1850,Widget B,Toys,Warehouse 3,Aisle 2,300.0,49.99,Supplier D,Low Stock,2023-01-15,0,14997.0,1311.0
1024,Widget B,Electronics,Warehouse 1,Aisle 2,50.0,19.99,Supplier B,Low Stock,2023-01-15,0,999.4999999999999,1311.0
1947,Widget B,Furniture,Warehouse 1,Aisle 5,100.0,49.99,Supplier B,Out of Stock,2023-03-05,0,4999.0,1262.0
1890,Gadget Z,Clothing,Warehouse 2,Aisle 4,100.0,9.99,Supplier D,Out of Stock,2023-04-25,0,999.0,1211.0
1468,Widget C,Electronics,Warehouse 3,Aisle 3,0.0,9.99,Supplier B,Out of Stock,2023-03-05,0,0.0,1262.0
1483,Gadget Y,Toys,Warehouse 1,Aisle 5,150.0,9.99,Supplier D,In Stock,,1,1498.5,
1568,Widget C,Clothing,Warehouse 2,Aisle 1,300.0,49.99,Supplier A,In Stock,2022-12-20,0,14997.0,1337.0
1108,Gadget X,Furniture,Warehouse 1,Aisle 5,300.0,19.99,Supplier B,Out of Stock,2023-04-25,0,5996.999999999999,1211.0
1692,Gadget Y,Electronics,Warehouse 3,Aisle 1,150.0,9.99,Supplier A,Out of Stock,,1,1498.5,
1041,Gadget Z,Furniture,Warehouse 2,Aisle 5,150.0,49.99,Supplier A,In Stock,2023-03-05,0,7498.5,1262.0
1185,Widget A,Electronics,Warehouse 1,Aisle 3,50.0,9.99,Supplier C,Out of Stock,,1,499.5,
1934,Gadget Y,Electronics,Warehouse 1,Aisle 5,300.0,29.99,Supplier B,In Stock,2023-04-25,0,8997.0,1211.0
1132,Widget A,Furniture,Warehouse 3,Aisle 3,50.0,29.99,Supplier D,Out of Stock,2023-01-15,0,1499.5,1311.0
1732,Widget B,Toys,Warehouse 1,Aisle 1,150.0,19.99,Supplier B,Out of Stock,2022-12-20,0,2998.4999999999995,1337.0
1234,Gadget Z,Electronics,Warehouse 2,Aisle 4,50.0,29.99,Supplier A,Out of Stock,2022-12-20,0,1499.5,1337.0
1842,Widget A,Furniture,Warehouse 1,Aisle 4,0.0,29.99,Supplier B,Out of Stock,2022-12-20,0,0.0,1337.0
1657,Gadget X,Toys,Warehouse 2,Aisle 4,50.0,29.99,Supplier B,Out of Stock,2023-01-15,0,1499.5,1311.0
1587,Widget A,Furniture,Warehouse 3,Aisle 3,50.0,49.99,Supplier B,Out of Stock,2023-04-25,0,2499.5,1211.0
1073,Widget A,Toys,Warehouse 2,Aisle 5,300.0,9.99,Supplier D,In Stock,,1,2997.0,
1953,Widget C,Electronics,Warehouse 1,Aisle 3,50.0,49.99,Supplier B,Low Stock,2023-03-05,0,2499.5,1262.0
1912,Gadget Z,Toys,Warehouse 1,Aisle 3,0.0,49.99,Supplier C,In Stock,2023-01-15,0,0.0,1311.0
1518,Gadget X,Clothing,Warehouse 3,Aisle 4,150.0,29.99,Supplier A,In Stock,2023-01-15,0,4498.5,1311.0
1173,Widget B,Furniture,Warehouse 1,Aisle 4,50.0,49.99,Supplier B,In Stock,,1,2499.5,
1652,Gadget Z,Toys,Warehouse 1,Aisle 1,0.0,49.99,Supplier B,In Stock,2022-12-20,0,0.0,1337.0
1169,Widget A,Furniture,Warehouse 1,Aisle 4,300.0,9.99,Supplier D,In Stock,2023-03-05,0,2997.0,1262.0
1193,Widget A,Electronics,Warehouse 2,Aisle 4,0.0,19.99,Supplier A,Low Stock,,1,0.0,
1516,Widget A,Furniture,Warehouse 1,Aisle 1,150.0,19.99,Supplier C,Out of Stock,,1,2998.4999999999995,
1028,Gadget X,Clothing,Warehouse 1,Aisle 1,0.0,9.99,Supplier D,In Stock,2023-01-15,0,0.0,1311.0
1164,Gadget X,Clothing,Warehouse 3,Aisle 5,0.0,29.99,Supplier A,Out of Stock,2023-03-05,0,0.0,1262.0
1338,Widget B,Electronics,Warehouse 2,Aisle 4,100.0,49.99,Supplier D,In Stock,,1,4999.0,
1495,Gadget Y,Toys,Warehouse 3,Aisle 3,0.0,29.99,Supplier C,Out of Stock,2023-01-15,0,0.0,1311.0
1832,Widget C,Clothing,Warehouse 1,Aisle 2,50.0,29.99,Supplier A,Low Stock,2023-03-05,0,1499.5,1262.0
1499,Gadget Z,Toys,Warehouse 2,Aisle 3,0.0,29.99,Supplier B,Low Stock,2023-01-15,0,0.0,1311.0
1326,Gadget Z,Toys,Warehouse 1,Aisle 2,50.0,19.99,Supplier D,Low Stock,,1,999.4999999999999,
1300,Widget B,Electronics,Warehouse 2,Aisle 1,100.0,29.99,Supplier D,Out of Stock,2022-12-20,0,2999.0,1337.0
1131,Widget A,Electronics,Warehouse 1,Aisle 5,0.0,49.99,Supplier A,Low Stock,2023-04-25,0,0.0,1211.0
1803,Gadget X,Clothing,Warehouse 1,Aisle 4,0.0,49.99,Supplier B,In Stock,,1,0.0,
1069,Gadget X,Furniture,Warehouse 3,Aisle 3,100.0,29.99,Supplier D,Low Stock,,1,2999.0,
1181,Widget C,Electronics,Warehouse 2,Aisle 1,50.0,29.99,Supplier A,In Stock,2023-03-05,0,1499.5,1262.0
1090,Gadget Z,Furniture,Warehouse 2,Aisle 2,0.0,19.99,Supplier A,Low Stock,2022-12-20,0,0.0,1337.0
1713,Widget B,Clothing,Warehouse 3,Aisle 5,300.0,9.99,Supplier D,Out of Stock,2023-01-15,0,2997.0,1311.0
1530,Widget B,Toys,Warehouse 1,Aisle 1,100.0,49.99,Supplier B,Low Stock,2023-03-05,0,4999.0,1262.0
1125,Widget B,Clothing,Warehouse 3,Aisle 2,50.0,29.99,Supplier D,Out of Stock,2023-04-25,0,1499.5,1211.0
1450,Widget A,Electronics,Warehouse 2,Aisle 5,0.0,9.99,Supplier D,Out of Stock,2023-03-05,0,0.0,1262.0
1172,Widget A,Furniture,Warehouse 2,Aisle 4,300.0,29.99,Supplier C,Low Stock,2023-01-15,0,8997.0,1311.0
1894,Gadget X,Toys,Warehouse 2,Aisle 4,50.0,9.99,Supplier B,Low Stock,2023-03-05,0,499.5,1262.0
1360,Widget B,Furniture,Warehouse 1,Aisle 3,0.0,49.99,Supplier D,Out of Stock,2023-03-05,0,0.0,1262.0
1000,Gadget Y,Furniture,Warehouse 1,Aisle 2,100.0,49.99,Supplier C,Low Stock,2023-01-15,0,4999.0,1311.0
1507,Widget A,Electronics,Warehouse 1,Aisle 2,0.0,29.99,Supplier B,Out of Stock,2022-12-20,0,0.0,1337.0
1408,Widget C,Electronics,Warehouse 1,Aisle 3,0.0,29.99,Supplier C,In Stock,2023-04-25,0,0.0,1211.0
1823,Gadget Z,Toys,Warehouse 2,Aisle 5,0.0,29.99,Supplier B,Low Stock,2023-04-25,0,0.0,1211.0
1933,Gadget Y,Electronics,Warehouse 2,Aisle 3,100.0,9.99,Supplier D,Out of Stock,2023-01-15,0,999.0,1311.0
1133,Widget A,Clothing,Warehouse 2,Aisle 4,100.0,9.99,Supplier D,In Stock,2022-12-20,0,999.0,1337.0
1814,Widget C,Clothing,Warehouse 1,Aisle 2,0.0,9.99,Supplier A,In Stock,2023-04-25,0,0.0,1211.0
1148,Widget C,Electronics,Warehouse 2,Aisle 3,100.0,29.99,Supplier C,In Stock,2023-01-15,0,2999.0,1311.0
1079,Gadget X,Clothing,Warehouse 2,Aisle 3,0.0,49.99,Supplier B,Out of Stock,2023-04-25,0,0.0,1211.0
1885,Gadget Y,Clothing,Warehouse 3,Aisle 2,300.0,49.99,Supplier D,Out of Stock,2023-03-05,0,14997.0,1262.0
1212,Widget A,Clothing,Warehouse 2,Aisle 1,150.0,29.99,Supplier D,In Stock,2023-03-05,0,4498.5,1262.0
1228,Widget B,Clothing,Warehouse 1,Aisle 3,100.0,49.99,Supplier D,Out of Stock,2023-04-25,0,4999.0,1211.0
1531,Widget A,Clothing,Warehouse 1,Aisle 2,0.0,49.99,Supplier C,Low Stock,2023-04-25,0,0.0,1211.0
1440,Gadget Y,Toys,Warehouse 1,Aisle 5,0.0,19.99,Supplier B,In Stock,2022-12-20,0,0.0,1337.0
1525,Gadget Z,Clothing,Warehouse 1,Aisle 1,150.0,49.99,Supplier D,Low Stock,,1,7498.5,
1970,Gadget Y,Clothing,Warehouse 1,Aisle 4,150.0,19.99,Supplier C,In Stock,2023-01-15,0,2998.4999999999995,1311.0
1329,Widget B,Clothing,Warehouse 1,Aisle 1,50.0,9.99,Supplier C,Out of Stock,2023-01-15,0,499.5,1311.0
1783,Gadget Z,Electronics,Warehouse 1,Aisle 4,50.0,19.99,Supplier C,Out of Stock,2022-12-20,0,999.4999999999999,1337.0
1357,Widget C,Clothing,Warehouse 1,Aisle 1,0.0,49.99,Supplier A,Low Stock,2023-03-05,0,0.0,1262.0
1667,Widget B,Furniture,Warehouse 3,Aisle 1,100.0,29.99,Supplier B,In Stock,2023-01-15,0,2999.0,1311.0
1007,Gadget Y,Furniture,Warehouse 1,Aisle 4,150.0,9.99,Supplier A,Low Stock,2023-04-25,0,1498.5,1211.0
1177,Widget C,Electronics,Warehouse 3,Aisle 2,300.0,49.99,Supplier B,In Stock,2023-01-15,0,14997.0,1311.0
1539,Widget A,Furniture,Warehouse 1,Aisle 3,150.0,19.99,Supplier B,In Stock,2023-04-25,0,2998.4999999999995,1211.0
1731,Gadget Y,Toys,Warehouse 3,Aisle 4,150.0,29.99,Supplier B,Out of Stock,2023-03-05,0,4498.5,1262.0
1739,Widget A,Electronics,Warehouse 2,Aisle 1,0.0,19.99,Supplier D,Low Stock,2023-04-25,0,0.0,1211.0
1922,Widget B,Toys,Warehouse 1,Aisle 4,0.0,19.99,Supplier B,In Stock,2023-04-25,0,0.0,1211.0
1501,Gadget X,Clothing,Warehouse 3,Aisle 5,50.0,29.99,Supplier D,In Stock,2023-01-15,0,1499.5,1311.0
1144,Gadget Z,Toys,Warehouse 1,Aisle 1,50.0,49.99,Supplier B,In Stock,2023-04-25,0,2499.5,1211.0
1723,Widget C,Furniture,Warehouse 1,Aisle 3,0.0,29.99,Supplier A,Out of Stock,2023-03-05,0,0.0,1262.0
1924,Widget C,Furniture,Warehouse 3,Aisle 1,150.0,9.99,Supplier B,In Stock,2023-01-15,0,1498.5,1311.0
1908,Widget B,Toys,Warehouse 1,Aisle 1,150.0,29.99,Supplier D,In Stock,2022-12-20,0,4498.5,1337.0
1557,Widget B,Toys,Warehouse 3,Aisle 2,300.0,29.99,Supplier A,Out of Stock,2023-03-05,0,8997.0,1262.0
1593,Widget B,Clothing,Warehouse 1,Aisle 1,100.0,29.99,Supplier A,Out of Stock,2023-04-25,0,2999.0,1211.0
1708,Gadget Z,Toys,Warehouse 3,Aisle 1,0.0,29.99,Supplier C,Low Stock,2023-03-05,0,0.0,1262.0
1449,Gadget X,Furniture,Warehouse 2,Aisle 3,0.0,29.99,Supplier B,Out of Stock,,1,0.0,
1009,Widget B,Furniture,Warehouse 2,Aisle 2,100.0,29.99,Supplier C,In Stock,2023-01-15,0,2999.0,1311.0
1250,Widget A,Clothing,Warehouse 1,Aisle 3,100.0,49.99,Supplier B,Out of Stock,2022-12-20,0,4999.0,1337.0
